Date,Coffee_Price,USD_JPY,Coffee_Return,USD_JPY_Return,Coffee_Price_Lag1,USD_JPY_Lag1,Coffee_Price_Diff
2016-04-25,139.35,111.43599700927734,0.0039625360230546,0.0182662227032863,138.8,109.43699645996094,0.549999999999983
2016-04-26,141.8,111.13600158691406,0.0175816289917474,-0.0026920872107268,139.35,111.43599700927734,2.450000000000017
2016-04-27,137.65,111.2300033569336,-0.0292665726375176,0.00084582645297,141.8,111.13600158691406,-4.150000000000006
2016-04-28,136.4,111.5199966430664,-0.0090810025426807,0.0026071498460917,137.65,111.2300033569336,-1.25
2016-04-29,136.0,108.07599639892578,-0.002932551319648,-0.030882356059995,136.4,111.5199966430664,-0.4000000000000057
2016-05-02,134.25,106.4530029296875,-0.0128676470588234,-0.0150171501842791,136.0,108.07599639892578,-1.75
2016-05-03,133.5,106.39600372314452,-0.0055865921787709,-0.0005354401000845,134.25,106.4530029296875,-0.75
2016-05-04,133.6,106.68000030517578,0.0007490636704119,0.0026692410625708,133.5,106.39600372314452,0.09999999999999432
2016-05-05,135.7,106.91999816894533,0.0157185628742515,0.0022496987540585,133.6,106.68000030517578,2.0999999999999943
2016-05-06,138.6,107.2750015258789,0.021370670596905,0.0033202708848969,135.7,106.91999816894533,2.9000000000000057
2016-05-09,140.75,107.36000061035156,0.0155122655122654,0.0007923475484841,138.6,107.2750015258789,2.1500000000000057
2016-05-10,142.95,108.33100128173828,0.0156305506216696,0.0090443430129143,140.75,107.36000061035156,2.1999999999999886
2016-05-11,144.2,109.19400024414062,0.0087443161944735,0.0079663157562619,142.95,108.33100128173828,1.25
2016-05-12,144.95,108.41500091552734,0.0052011095700417,-0.0071340854522369,144.2,109.19400024414062,0.75
2016-05-13,145.5,109.0999984741211,0.0037944118661608,0.0063182913140171,144.95,108.41500091552734,0.5500000000000114
2016-05-16,150.4,108.66100311279295,0.0336769759450172,-0.0040237888860489,145.5,109.0999984741211,4.900000000000006
2016-05-17,149.35,109.08000183105467,-0.0069813829787235,0.0038560173959261,150.4,108.66100311279295,-1.0500000000000114
2016-05-18,146.2,108.9499969482422,-0.0210913960495481,-0.0011918305888356,149.35,109.08000183105467,-3.1500000000000057
2016-05-19,139.15,110.13999938964844,-0.048221614227086,0.0109224642013672,146.2,108.9499969482422,-7.049999999999983
2016-05-20,140.7,109.88099670410156,0.0111390585698885,-0.0023515769655181,139.15,110.13999938964844,1.549999999999983
2016-05-23,137.15,110.0500030517578,-0.0252309879175549,0.0015380853170758,140.7,109.88099670410156,-3.549999999999983
2016-05-24,136.35,109.3740005493164,-0.005833029529712,-0.0061426849949606,137.15,110.0500030517578,-0.8000000000000114
2016-05-25,136.0,110.16999816894533,-0.0025669233590025,0.0072777590252812,136.35,109.3740005493164,-0.3499999999999943
2016-05-27,136.0,109.71299743652344,0.0,-0.0041481414179662,136.0,110.16999816894533,0.0
2016-05-30,136.9,110.7699966430664,0.0066176470588235,0.009634220477428,136.0,109.71299743652344,0.9000000000000057
2016-05-31,135.65,110.84100341796876,-0.0091307523739956,0.0006410289523719,136.9,110.7699966430664,-1.25
2016-06-01,136.1,110.66999816894533,0.0033173608551417,-0.0015427977350457,135.65,110.84100341796876,0.44999999999998863
2016-06-02,137.55,109.47699737548828,0.0106539309331374,-0.0107798031372137,136.1,110.66999816894533,1.450000000000017
2016-06-03,143.0,108.86000061035156,0.0396219556524899,-0.0056358575767339,137.55,109.47699737548828,5.449999999999989
2016-06-06,149.05,106.72100067138672,0.0423076923076923,-0.0196490899042071,143.0,108.86000061035156,6.050000000000011
2016-06-07,149.7,107.43800354003906,0.004360952700436,0.0067184796257686,149.05,106.72100067138672,0.6499999999999773
2016-06-08,159.6,107.25399780273438,0.066132264529058,-0.0017126689927379,149.7,107.43800354003906,9.900000000000006
2016-06-09,152.05,106.77999877929688,-0.0473057644110275,-0.0044194065782917,159.6,107.25399780273438,-7.549999999999983
2016-06-10,156.0,107.08999633789062,0.0259782966129562,0.0029031425560743,152.05,106.77999877929688,3.9499999999999886
2016-06-13,156.45,106.50399780273438,0.0028846153846153,-0.00547201937805,156.0,107.08999633789062,0.44999999999998863
2016-06-14,153.55,106.22599792480467,-0.0185362735698304,-0.0026102295093616,156.45,106.50399780273438,-2.8999999999999773
2016-06-15,157.65,106.08699798583984,0.026701400195376,-0.0013085303191336,153.55,106.22599792480467,4.099999999999994
2016-06-16,159.4,105.8499984741211,0.0111005391690452,-0.002234010917628,157.65,106.08699798583984,1.75
2016-06-17,161.05,104.74299621582033,0.0103513174404015,-0.0104582170454299,159.4,105.8499984741211,1.6500000000000057
2016-06-20,159.4,104.64800262451172,-0.0102452654455138,-0.0009069206986676,161.05,104.74299621582033,-1.6500000000000057
2016-06-21,158.05,103.8239974975586,-0.0084692597239648,-0.0078740645429206,159.4,104.64800262451172,-1.3499999999999943
2016-06-22,156.0,104.66999816894533,-0.0129705789307181,0.008148411656049,158.05,103.8239974975586,-2.0500000000000114
2016-06-23,159.05,104.6500015258789,0.0195512820512822,-0.0001910446490515,156.0,104.66999816894533,3.0500000000000114
2016-06-24,152.55,104.89600372314452,-0.040867651681861,0.0023507137475271,159.05,104.6500015258789,-6.5
2016-06-27,152.75,102.1269989013672,0.0013110455588329,-0.0263976197709654,152.55,104.89600372314452,0.19999999999998863
2016-06-28,158.6,101.81199645996094,0.0382978723404254,-0.0030844188588218,152.75,102.1269989013672,5.849999999999994
2016-06-29,163.8,102.70099639892578,0.0327868852459016,0.0087317798479127,158.6,101.81199645996094,5.200000000000017
2016-06-30,165.45,102.77799987792967,0.01007326007326,0.0007497831735223,163.8,102.70099639892578,1.6499999999999773
2016-07-01,166.45,103.072998046875,0.0060441220912661,0.0028702462520742,165.45,102.77799987792967,1.0
2016-07-04,166.45,102.48799896240234,0.0,-0.0056755803707835,166.45,103.072998046875,0.0
2016-07-05,165.6,102.51799774169922,-0.0051066386302192,0.0002927052884296,166.45,102.48799896240234,-0.8499999999999943
2016-07-06,162.6,101.14099884033205,-0.0181159420289854,-0.0134317771679137,165.6,102.51799774169922,-3.0
2016-07-07,160.65,101.1500015258789,-0.0119926199261991,8.90112382723185e-05,162.6,101.14099884033205,-1.9499999999999886
2016-07-08,163.7,100.79000091552734,0.0189853719265482,-0.0035590766675318,160.65,101.1500015258789,3.049999999999983
2016-07-11,170.55,100.69200134277344,0.0418448381185097,-0.0009723144346038,163.7,100.79000091552734,6.850000000000023
2016-07-12,167.9,102.52400207519533,-0.0155379654060393,0.0181941038810562,170.55,100.69200134277344,-2.6500000000000057
2016-07-13,168.25,104.75599670410156,0.0020845741512804,0.0217704594409922,167.9,102.52400207519533,0.3499999999999943
2016-07-14,173.65,104.07599639892578,0.0320950965824666,-0.0064912780802089,168.25,104.75599670410156,5.400000000000006
2016-07-15,167.6,105.19100189208984,-0.0348401957961417,0.0107133780289763,173.65,104.07599639892578,-6.050000000000011
2016-07-18,170.35,105.45899963378906,0.0164081145584724,0.0025477249658116,167.6,105.19100189208984,2.75
2016-07-19,166.2,106.14600372314452,-0.0243616084531846,0.0065144187953718,170.35,105.45899963378906,-4.150000000000006
2016-07-20,166.6,106.13700103759766,0.0024067388688326,-8.481417322458995e-05,166.2,106.14600372314452,0.4000000000000057
2016-07-21,166.65,107.2040023803711,0.0003001200480192,0.0100530572028831,166.6,106.13700103759766,0.05000000000001137
2016-07-22,169.4,105.81099700927734,0.0165016501650165,-0.0129939679504802,166.65,107.2040023803711,2.75
2016-07-25,168.2,106.32599639892578,-0.0070838252656435,0.0048671631891274,169.4,105.81099700927734,-1.200000000000017
2016-07-26,168.75,105.5780029296875,0.003269916765755,-0.0070349067450247,168.2,106.32599639892578,0.5500000000000114
2016-07-27,170.25,104.8489990234375,0.0088888888888889,-0.0069048844079339,168.75,105.5780029296875,1.5
2016-07-28,171.5,104.95099639892578,0.0073421439060206,0.000972802567867,170.25,104.8489990234375,1.25
2016-07-29,173.7,104.74500274658205,0.0128279883381923,-0.0019627603301711,171.5,104.95099639892578,2.1999999999999886
2016-08-01,174.0,102.33200073242188,0.0017271157167531,-0.023036917761109,173.7,104.74500274658205,0.30000000000001137
2016-08-02,171.3,102.35900115966795,-0.0155172413793103,0.0002638512591646,174.0,102.33200073242188,-2.6999999999999886
2016-08-03,170.45,101.06800079345705,-0.0049620548744893,-0.012612475225282,171.3,102.35900115966795,-0.8500000000000227
2016-08-04,172.65,101.33699798583984,0.0129070108536228,0.0026615465851802,170.45,101.06800079345705,2.200000000000017
2016-08-05,173.5,101.1989974975586,0.0049232551404574,-0.0013617976753221,172.65,101.33699798583984,0.8499999999999943
2016-08-08,171.7,102.1449966430664,-0.0103746397694525,0.0093479102451645,173.5,101.1989974975586,-1.8000000000000114
2016-08-09,172.0,102.28800201416016,0.0017472335468842,0.0014000232590292,171.7,102.1449966430664,0.30000000000001137
2016-08-10,169.0,101.91500091552734,-0.0174418604651163,-0.0036465772259505,172.0,102.28800201416016,-3.0
2016-08-11,166.5,101.13300323486328,-0.0147928994082839,-0.007673038057589,169.0,101.91500091552734,-2.5
2016-08-12,166.85,101.80799865722656,0.0021021021021021,0.0066743338057084,166.5,101.13300323486328,0.3499999999999943
2016-08-15,166.5,101.28299713134766,-0.0020976925382079,-0.0051567807323913,166.85,101.80799865722656,-0.3499999999999943
2016-08-16,167.55,101.23999786376952,0.0063063063063064,-0.0004245457657849,166.5,101.28299713134766,1.0500000000000114
2016-08-17,164.8,100.1999969482422,-0.0164130110414801,-0.0102726287778748,167.55,101.23999786376952,-2.75
2016-08-18,168.35,99.90599822998048,0.0215412621359223,-0.0029341190340912,164.8,100.1999969482422,3.549999999999983
2016-08-19,167.3,100.11199951171876,-0.0062370062370061,0.0020619510879023,168.35,99.90599822998048,-1.049999999999983
2016-08-22,173.65,100.5540008544922,0.0379557680812909,0.004415068572491,167.3,100.11199951171876,6.349999999999994
2016-08-23,174.7,100.2509994506836,0.0060466455513963,-0.0030133202183277,173.65,100.5540008544922,1.049999999999983
2016-08-24,171.05,100.31099700927734,-0.0208929593589008,0.0005984734209385,174.7,100.2509994506836,-3.6499999999999773
2016-08-25,169.85,100.552001953125,-0.0070154925460392,0.0024025774943237,171.05,100.31099700927734,-1.200000000000017
2016-08-26,171.15,100.55500030517578,0.007653812187224,2.98189194898324e-05,169.85,100.552001953125,1.3000000000000114
2016-08-29,170.95,101.91999816894533,-0.0011685655857436,0.0135746393478879,171.15,100.55500030517578,-0.20000000000001705
2016-08-30,172.0,101.80899810791016,0.0061421468265574,-0.0010890901003663,170.95,101.91999816894533,1.0500000000000114
2016-08-31,172.0,102.86799621582033,0.0,0.0104018124880052,172.0,101.80899810791016,0.0
2016-09-01,177.55,103.302001953125,0.0322674418604651,0.0042190550343192,172.0,102.86799621582033,5.550000000000011
2016-09-02,177.55,103.25800323486328,0.0,-0.0004259231905465,177.55,103.302001953125,0.0
2016-09-05,177.55,103.93399810791016,0.0,0.0065466583883992,177.55,103.25800323486328,0.0
2016-09-06,180.65,103.51000213623048,0.0174598704590256,-0.0040794733138185,177.55,103.93399810791016,3.0999999999999943
2016-09-08,182.3,101.8290023803711,0.0091336839191806,-0.0162399741200565,180.65,103.51000213623048,1.6500000000000057
2016-09-09,177.35,102.30599975585938,-0.0271530444322546,0.0046842978359593,182.3,101.8290023803711,-4.950000000000017
2016-09-12,177.0,102.43800354003906,-0.0019734987313222,0.0012902838982533,177.35,102.30599975585938,-0.3499999999999943
